src_id,tgt_id,stratum,screening_score,N_stratum,n_stratum,weight,in_pilot,source,batch_x,relationship,justification,confidence,batch_y
5.3-6B,5.2.1-4,M,0.7037037037037036,1490.0,200.0,7.45,False,sample,12,NO_RELATION,User control over update notifications versus protection of sensitive training data.,3,12
5.7-2,5.1.2-2,M,0.575925925925926,1490.0,200.0,7.45,False,sample,12,NO_RELATION,Detection of and response to software tampering versus general robustness to adversarial input and system failure.,2,12
5.3-11,5.4.1-1.1,H,0.8309581320450885,497.0,250.0,1.988,False,sample,12,COMPLEMENTARITY,Informing users of a needed update and planning for the case where no update exists are the two branches of managing unpatched risk.,2,12
5.9-3,5.2.2-3,L,0.3177133655394525,2981.0,200.0,14.905,False,sample,12,NO_RELATION,Orderly network reconnection versus separation of development and tuning environments.,3,12
5.5-5,5.2.4-1.1,M,0.6192834138486313,1490.0,200.0,7.45,False,sample,12,NO_RELATION,Authentication before configuration change versus the required content of model documentation.,3,12
5.6-4A,5.1.2-2,M,0.5745169082125604,1490.0,200.0,7.45,False,sample,12,NO_RELATION,Disabling debug interfaces versus general robustness of the model to adversarial input.,2,12
5.6-2,5.2.5-4,,,,,,,pilot,12,OVERLAP,"Both prevent internals leaking through an exposed channel, A through network interface disclosure, B through model outputs.",3,12
5.12-2,5.4.1-1.1,H,0.7864331723027376,497.0,250.0,1.988,False,sample,12,NO_RELATION,Setup guidance for consumers versus contingency planning where updates cannot be provided.,3,12
5.5-5,5.2.1-4,H,0.7719806763285024,497.0,250.0,1.988,False,sample,12,NO_RELATION,Authentication on a configuration interface versus confidentiality of training and test data; different assets.,2,12
5.7-1,5.2.2-5,L,0.2416666666666667,2981.0,200.0,14.905,False,sample,12,NO_RELATION,Secure boot verification versus incident management and recovery planning.,3,12
5.3-13,5.3.1-1,H,0.960708534621578,497.0,250.0,1.988,False,sample,12,NO_RELATION,Both are accessible disclosures to users but of unrelated content: support duration versus data handling.,2,12
5.11-3,5.2.5-1,L,0.496135265700483,2981.0,200.0,14.905,False,sample,12,NO_RELATION,Instructions for deleting personal data versus security testing before release.,3,12
5.8-3,5.2.4-1,H,0.8670692431561997,497.0,250.0,1.988,False,sample,12,NO_RELATION,Documenting sensing capabilities for users versus an internal audit trail shared with downstream operators.,2,12
5.6-9,5.4.1-2,H,0.9301127214170692,497.0,250.0,1.988,False,sample,12,OVERLAP,"Both govern the engineering discipline applied to released software; A the development process, B re-testing after a major change.",2,12
5.3-6A,5.1.2-4,L,0.2911030595813205,2981.0,200.0,14.905,False,sample,12,NO_RELATION,User control over automatic updates versus due diligence on external components.,3,12
5.4-1,5.4.2-1,M,0.6010064412238325,1490.0,200.0,7.45,False,sample,12,NO_RELATION,Secure storage of security parameters versus logging of system and user actions.,3,12
5.2-2,5.2.3-2.2,L,0.2488325281803542,2981.0,200.0,14.905,False,sample,12,NO_RELATION,Timely remediation of vulnerabilities versus sharing documentation with End-users.,3,12
5.1-2A,5.2.2-1,,,,,,,pilot,12,NO_RELATION,Choice of machine-to-machine authentication method versus an organizational access control review.,2,12
5.3-11,5.3.1-2.2,,,,,,,pilot,12,EQUIVALENCE,"Both require the user to be told, in an accessible and recognizable way, that a security update applies and what it addresses; the scope is the same.",3,12
5.1-2,5.2.4-2,M,0.6386876006441223,1490.0,200.0,7.45,False,sample,12,NO_RELATION,Password generation mechanism versus documentation of public training data provenance.,3,12
5.7-1,5.2.1-2,H,0.8316425120772946,497.0,250.0,1.988,False,sample,12,COMPLEMENTARITY,Boot-time verification and the process that authenticates and version-controls assets serve one component integrity control from opposite ends.,2,12
5.2-1,5.2.4-1.1,H,0.8898550724637682,497.0,250.0,1.988,False,sample,12,NO_RELATION,Vulnerability disclosure policy versus the security content of model documentation.,3,12
5.3-13,5.4.1-1,,,,,,,pilot,12,COMPLEMENTARITY,Declaring the support period and actually supplying patches within it are separate obligations that together constitute update support.,2,12
5.4-2,5.4.2-4,L,0.4833333333333334,2981.0,200.0,14.905,False,sample,12,NO_RELATION,Tamper resistance of a device identity versus monitoring model behaviour over time.,3,12
5.3-4A,5.2.1-4.2,L,0.3853059581320451,2981.0,200.0,14.905,False,sample,13,NO_RELATION,Automating an update mechanism versus protection of confidential training data and weights.,3,13
5.5-4,5.1.2-3,L,0.2384460547504026,2981.0,200.0,14.905,False,sample,13,NO_RELATION,Authentication before network access versus maintaining an audit trail over models and datasets.,3,13
5.1-1,5.2.4-3,L,0.5208937198067634,2981.0,200.0,14.905,False,sample,13,NO_RELATION,Per-device password uniqueness versus an audit log of model configuration changes.,3,13
5.3-3,5.2.5-1,M,0.6043075684380032,1490.0,200.0,7.45,False,sample,13,NO_RELATION,Ease of applying an update versus security testing before release.,3,13
5.12-3,5.2.4-3,H,0.789573268921095,497.0,250.0,1.988,False,sample,13,NO_RELATION,User guidance on checking secure setup versus logging changes to system prompts.,3,13
5.2-2,5.4.2-1,H,0.8212962962962964,497.0,250.0,1.988,False,sample,13,COMPLEMENTARITY,"B names vulnerability remediation as a purpose of logging, and A is the remediation itself; the two make up one handling capability.",2,13
5.1-2A,5.1.1-2.2,L,0.17914653784219,2981.0,200.0,14.905,False,sample,13,NO_RELATION,Machine-to-machine authentication method versus secure coding training.,3,13
5.9-2,5.1.1-2.2,L,0.0960950080515297,2981.0,200.0,14.905,False,sample,13,NO_RELATION,Local operation during network loss versus secure coding training.,3,13
5.7-2,5.4.1-2,H,0.7747987117552335,497.0,250.0,1.988,False,sample,13,NO_RELATION,Alerting on detected tampering versus re-testing after a major system update.,3,13
5.1-4,5.1.1-2.1,L,0.1971014492753623,2981.0,200.0,14.905,False,sample,13,NO_RELATION,Changing an authentication value versus internal channels for disseminating threat updates to staff.,3,13
5.2-2,5.2.3-2,M,0.7112721417069243,1490.0,200.0,7.45,False,sample,13,NO_RELATION,Timely action on disclosed vulnerabilities versus justifying the use of poorly documented components.,3,13
5.6-4B,5.2.3-4,L,0.1902979066022544,2981.0,200.0,14.905,False,sample,13,NO_RELATION,Physical protection of debug ports versus advance notice of model updates.,3,13
5.1-5,5.1.3-1.1,M,0.5843397745571658,1490.0,200.0,7.45,False,sample,13,NO_RELATION,Brute-force resistance versus threat modelling on configuration change.,3,13
5.3-13,5.2.3-2.2,H,0.8218196457326892,497.0,250.0,1.988,False,sample,13,NO_RELATION,"Both are accessible disclosures to users, but of unrelated documents: support period versus component justification records.",2,13
5.3-11,5.2.2-5,L,0.311634460547504,2981.0,200.0,14.905,False,sample,13,NO_RELATION,Informing the user of a required update versus incident management and recovery planning.,3,13
5.6-9,5.1.4-3,H,0.8319243156199677,497.0,250.0,1.988,False,sample,13,NO_RELATION,Secure development processes versus technical measures supporting human oversight.,3,13
5.6-4A,5.2.2-3,,,,,,,pilot,13,OVERLAP,"Both keep development-time capability out of reach in production, A by disabling debug interfaces, B by separating development environments.",2,13
5.1-3,5.1.2-1.1,L,0.5157407407407407,2981.0,200.0,14.905,False,sample,13,NO_RELATION,Cryptographic strength of authentication versus involving Data Custodians in requirements discussions.,3,13
5.5-8,5.2.5-1,H,0.8869162640901772,497.0,250.0,1.988,False,sample,13,NO_RELATION,Management of critical security parameters versus security testing before release.,3,13
5.3-8,5.3.1-3,H,0.9316022544283412,497.0,250.0,1.988,False,sample,13,COMPLEMENTARITY,Prompt patching and support to affected users during an incident are different obligations under one response capability.,2,13
5.1-2,5.2.1-4.2,,,,,,,pilot,13,NO_RELATION,Password generation mechanism versus protection of confidential model weights.,3,13
5.3-6A,5.3.1-2.2,H,0.817109500805153,497.0,250.0,1.988,False,sample,13,OVERLAP,"Both govern how updates reach the user; A gives the user control over automation, B obliges proactive notification.",2,13
5.6-9,5.5.1-1,H,0.7822061191626409,497.0,250.0,1.988,False,sample,13,NO_RELATION,Secure development processes versus secure disposal on transfer of ownership.,3,13
5.6-4A,5.2.1-4,M,0.7173107890499195,1490.0,200.0,7.45,False,sample,13,NO_RELATION,Disabling debug interfaces versus confidentiality of training and test data.,2,13
5.3-6A,5.3.1-2,,,,,,,pilot,13,NO_RELATION,Control over the automatic update mechanism versus general guidance on system use and configuration.,2,13
5.3-16,5.3.1-1,H,0.7901771336553944,497.0,250.0,1.988,False,sample,13,NO_RELATION,Recognizable model designation versus transparency about data use and storage.,3,13
5.6-9,5.2.1-3,L,0.5023752012882448,2981.0,200.0,14.905,False,sample,13,NO_RELATION,Secure development processes versus disaster recovery planning.,3,13
5.6-3,5.2.4-1,L,0.3861513687600644,2981.0,200.0,14.905,False,sample,13,NO_RELATION,Physical interface exposure versus documentation of design and maintenance plans.,3,13
5.4-4,5.1.3-1,H,0.9227455716586151,497.0,250.0,1.988,False,sample,13,NO_RELATION,"Uniqueness of security parameters versus a threat modelling process naming data poisoning, model inversion and membership inference.",3,13
5.12-2,5.1.3-2,H,0.9544283413848632,497.0,250.0,1.988,False,sample,13,COMPLEMENTARITY,Setup guidance and communication of unresolved threats are different obligations that together equip the downstream party to manage risk.,2,13
5.6-5,5.3.1-2,H,0.7965780998389694,497.0,250.0,1.988,False,sample,13,NO_RELATION,Disabling unnecessary services versus accessible user guidance.,3,13
5.6-4B,5.1.2-5,L,0.1289452495974235,2981.0,200.0,14.905,False,sample,13,NO_RELATION,Physical protection of debug ports versus matching intended usage to data sensitivity.,3,13
5.3-11,5.2.5-3,M,0.5620772946859904,1490.0,200.0,7.45,False,sample,13,NO_RELATION,Informing end users of a required update versus passing test findings to operators.,2,13
5.7-2,5.3.1-3,H,0.7946859903381642,497.0,250.0,1.988,False,sample,13,OVERLAP,"Both contain an incident and involve the right stakeholder, A automatically on the device, B as a documented support process.",2,13
5.5-2,5.2.1-3.1,L,0.2424315619967794,2981.0,200.0,14.905,False,sample,13,NO_RELATION,Reviewed cryptographic implementations versus restorability of a known good state.,3,13
5.7-1,5.2.2-4,L,0.3262479871175523,2981.0,200.0,14.905,False,sample,13,NO_RELATION,Secure boot verification versus publishing a vulnerability disclosure policy.,3,13
5.3-6B,5.4.1-1,H,0.9421900161030596,497.0,250.0,1.988,False,sample,13,OVERLAP,"Both concern the update notification relationship with the user, A the user's control over it, B the obligation to notify and deliver.",2,13
5.5-5,5.3.1-3,M,0.763888888888889,1490.0,200.0,7.45,False,sample,13,NO_RELATION,Authentication before configuration change versus incident support for end users.,3,13
5.6-9,5.1.1-2,H,0.8020933977455715,497.0,250.0,1.988,False,sample,13,COMPLEMENTARITY,"A secure development process depends on staff who know the current threats, which is what B mandates.",2,13
5.12-2,5.1.3-1,H,0.8376006441223833,497.0,250.0,1.988,False,sample,13,NO_RELATION,Setup guidance for consumers versus threat analysis and risk management by the developer.,3,13
5.6-9,5.2.5-1,H,0.9091384863123994,497.0,250.0,1.988,False,sample,14,OVERLAP,"Both assure the security of what is released, A through the development process, B through testing before release.",2,14
5.3-8,5.1.2-4,H,0.7793880837359098,497.0,250.0,1.988,False,sample,14,NO_RELATION,Timeliness of security updates versus due diligence on external components.,3,14
5.3-7,5.4.1-1.1,H,0.8254428341384863,497.0,250.0,1.988,False,sample,14,NO_RELATION,Cryptography for the update mechanism versus contingency planning where no update can be provided.,3,14
5.6-3,5.2.1-1,L,0.4742351046698873,2981.0,200.0,14.905,False,sample,14,NO_RELATION,Physical interface exposure versus maintaining an asset inventory.,3,14
5.1-3,5.3.1-2,H,0.772584541062802,497.0,250.0,1.988,False,sample,14,NO_RELATION,Cryptographic strength of authentication versus accessible user guidance.,3,14
5.13-1A,5.1.2-2,,,,,,,pilot,14,SUBSUMPTION_B_BROADER,"B requires the system to withstand unexpected inputs and failure generally, which covers A's input validation and demands more besides.",2,14
5.5-4,5.4.2-3,L,0.3937600644122383,2981.0,200.0,14.905,False,sample,14,NO_RELATION,Authentication before network access versus monitoring the internal states of a model.,3,14
5.4-3,5.2.4-2.1,M,0.621256038647343,1490.0,200.0,7.45,False,sample,14,NO_RELATION,Prohibiting hard-coded security parameters versus recording where training data came from.,3,14
5.5-5,5.2.2-2,M,0.7316022544283414,1490.0,200.0,7.45,False,sample,14,OVERLAP,"Both protect a remotely reachable interface from misuse, A by requiring authentication, B by applying controls on the API.",2,14
5.2-1,5.4.2-1,H,0.817914653784219,497.0,250.0,1.988,False,sample,14,NO_RELATION,Publishing a disclosure policy versus logging system and user actions.,2,14
5.6-6,5.1.2-6,L,0.5525764895330113,2981.0,200.0,14.905,False,sample,14,OVERLAP,"Both restrict the system to what is needed to function, A in code, B in the permissions it holds elsewhere.",3,14
5.0-1,5.1.3-1.1,H,0.9664653784219002,497.0,250.0,1.988,False,sample,14,COMPLEMENTARITY,Recording why a provision is unmet and running threat modelling on configuration change are separate parts of documented risk management.,2,14
5.3-5,5.4.2-3,M,0.7171497584541063,1490.0,200.0,7.45,False,sample,14,NO_RELATION,Checking for available updates versus monitoring internal model states.,3,14
5.13-1B,5.1.4-4,H,0.8571658615136876,497.0,250.0,1.988,False,sample,14,NO_RELATION,Validation of network input versus verifying that Data Custodian controls were built in.,3,14
5.5-2,5.4.1-1.1,H,0.7876409017713366,497.0,250.0,1.988,False,sample,14,NO_RELATION,Reviewed cryptographic implementations versus contingency planning where updates are unavailable.,3,14
5.4-4,5.3.1-2.2,H,0.8408615136876006,497.0,250.0,1.988,False,sample,14,NO_RELATION,Uniqueness of security parameters versus notifying users of security updates.,3,14
5.3-16,5.1.2-6,L,0.4908212560386473,2981.0,200.0,14.905,False,sample,14,NO_RELATION,Recognizable model designation versus permissions granted on connected systems.,3,14
5.6-2,5.2.5-1,H,0.8159420289855073,497.0,250.0,1.988,False,sample,14,NO_RELATION,Limiting unauthenticated disclosure over network interfaces versus security testing before release.,3,14
5.1-2,5.1.2-1.1,L,0.5030595813204509,2981.0,200.0,14.905,False,sample,14,NO_RELATION,Password generation mechanism versus involving Data Custodians in requirements discussions.,3,14
5.3-1,5.2.5-2.1,M,0.6019726247987117,1490.0,200.0,7.45,False,sample,14,NO_RELATION,Updateability of software components versus the use of independent security testers.,3,14
5.1-5,5.2.2-4,L,0.4157004830917875,2981.0,200.0,14.905,False,sample,14,NO_RELATION,Brute-force resistance versus publishing a vulnerability disclosure policy.,3,14
5.6-5,5.1.3-1,L,0.3405797101449275,2981.0,200.0,14.905,False,sample,14,NO_RELATION,Disabling unnecessary services versus a threat modelling process naming AI-specific attacks.,3,14
5.6-9,5.1.3-1,H,0.8685185185185185,497.0,250.0,1.988,False,sample,14,COMPLEMENTARITY,Secure development process and threat analysis are distinct processes that together make up a secure development lifecycle.,2,14
5.3-2,5.4.1-3,L,0.282367149758454,2981.0,200.0,14.905,False,sample,14,NO_RELATION,Presence of a secure update mechanism versus preview access for evaluating model changes.,3,14
5.12-3,5.4.1-1,H,0.8031803542673106,497.0,250.0,1.988,False,sample,14,OVERLAP,"Both keep a deployed product in a maintained state, A by guiding and informing the user, B by supplying and delivering patches.",2,14
5.7-1,5.2.4-1.2,,,,,,,pilot,14,OVERLAP,"Both establish component authenticity cryptographically, A by verifying at boot, B by publishing the hashes to verify against.",3,14
5.5-5,5.2.4-1,L,0.5534219001610305,2981.0,200.0,14.905,False,sample,14,NO_RELATION,Authentication before configuration change versus documentation of design and maintenance plans.,3,14
5.8-2,5.1.4-4,M,0.6008051529790659,1490.0,200.0,7.45,False,sample,14,NO_RELATION,Encryption of sensitive data in transit versus verification that specified controls were implemented.,2,14
5.6-6,5.2.4-1,L,0.2848228663446054,2981.0,200.0,14.905,False,sample,14,NO_RELATION,Code minimization versus documentation of design and maintenance plans.,3,14
5.5-1,5.2.3-1,M,0.6605072463768116,1490.0,200.0,7.45,False,sample,14,NO_RELATION,Cryptography for secure communication versus secure software supply chain processes.,3,14
5.3-6A,5.2.5-3,L,0.2561191626409018,2981.0,200.0,14.905,False,sample,14,NO_RELATION,User control over automatic updates versus sharing test findings with operators.,3,14
5.2-1,5.1.3-2,H,0.9411835748792272,497.0,250.0,1.988,False,sample,14,COMPLEMENTARITY,An inbound disclosure route and outbound communication of unresolved threats are the two directions of one external security communication capability.,2,14
5.3-7,5.1.1-2.1,L,0.3576489533011272,2981.0,200.0,14.905,False,sample,14,NO_RELATION,Cryptography for the update mechanism versus internal channels for disseminating threat updates.,3,14
5.6-3,5.1.3-2,M,0.595048309178744,1490.0,200.0,7.45,False,sample,14,NO_RELATION,Physical interface exposure versus communication of unresolvable threats downstream.,3,14
5.5-8,5.1.2-5.1,M,0.5704106280193237,1490.0,200.0,7.45,False,sample,14,NO_RELATION,Management of critical security parameters versus encouraging staff to report risks.,3,14
5.1-5,5.2.2-5,L,0.2950080515297907,2981.0,200.0,14.905,True,sample,14,NO_RELATION,Brute-force resistance versus incident management and recovery planning.,3,14
5.5-6,5.2.1-4,,,,,,,pilot,14,OVERLAP,"Both keep sensitive material from unauthorized parties, A by encrypting parameters in transit, B by protecting training and test data.",2,14
5.11-4,5.3.1-2,L,0.5365136876006441,2981.0,200.0,14.905,False,sample,14,NO_RELATION,Confirmation that personal data was deleted versus general guidance on system use and configuration.,2,14
5.3-7,5.1.1-1.1,L,0.3665056360708534,2981.0,200.0,14.905,False,sample,14,NO_RELATION,Cryptography for the update mechanism versus role-tailored security training.,3,14
5.1-2,5.1.4-3,M,0.7161030595813205,1490.0,200.0,7.45,False,sample,14,NO_RELATION,Password generation mechanism versus technical measures supporting human oversight.,3,14
5.3-4B,5.4.1-3,M,0.7196054750402576,1490.0,200.0,7.45,False,sample,15,NO_RELATION,Consented automatic updating on a device versus preview access that lets operators evaluate model changes.,2,15
5.2-2,5.1.1-1,L,0.4794685990338164,2981.0,200.0,14.905,False,sample,15,NO_RELATION,Timely action on disclosed vulnerabilities versus AI content in a training programme.,3,15
5.1-1,5.1.1-2.2,L,0.3977455716586151,2981.0,200.0,14.905,False,sample,15,NO_RELATION,Per-device password uniqueness versus secure coding training.,3,15
5.3-1,5.2.1-3,L,0.3168679549114331,2981.0,200.0,14.905,False,sample,15,NO_RELATION,Updateability of software components versus disaster recovery planning.,3,15
5.12-3,5.2.5-1,H,0.8908615136876007,497.0,250.0,1.988,False,sample,15,NO_RELATION,User guidance on checking secure setup versus security testing before release.,3,15
5.3-4A,5.4.1-1,,,,,,,pilot,15,OVERLAP,"Both concern getting fixes onto the deployed product, A through an automatable mechanism, B through the supply and delivery obligation.",2,15
5.2-1,5.2.2-3,M,0.6115539452495973,1490.0,200.0,7.45,False,sample,15,NO_RELATION,Vulnerability disclosure policy versus separation of development environments.,3,15
5.10-1,5.4.2-4,,,,,,,pilot,15,OVERLAP,"Both examine operational data for security-relevant anomalies, A in device telemetry, B in model behaviour over time.",3,15
5.3-1,5.3.1-2.2,H,0.830072463768116,497.0,250.0,1.988,False,sample,15,NO_RELATION,Technical updateability of components versus the obligation to notify users of updates.,2,15
5.4-1,5.2.1-4.2,,,,,,,pilot,15,OVERLAP,"Both protect confidential material held at rest, A security parameters in device storage, B training data and model weights.",2,15
5.3-8,5.4.1-1.1,H,0.9250805152979066,497.0,250.0,1.988,False,sample,15,COMPLEMENTARITY,Prompt patching and mitigation where patching is impossible are the two arms of managing known vulnerabilities.,2,15
5.3-15A,5.4.1-1.1,L,0.5360708534621578,2981.0,200.0,14.905,True,sample,15,SUBSUMPTION_B_BROADER,"Both address products that cannot be updated; A names isolation, B requires mechanisms and contingency plans generally, of which isolation is one.",2,15
5.1-3,5.2.2-1,,,,,,,pilot,15,NO_RELATION,Cryptographic strength of authentication versus an organizational access control review.,2,15
5.2-2,5.4.1-1.1,M,0.7376811594202899,1490.0,200.0,7.45,False,sample,15,COMPLEMENTARITY,Acting on disclosed vulnerabilities and planning for the unpatchable case cover the two outcomes of a vulnerability report.,2,15
5.8-2,5.1.4-2,L,0.1581320450885668,2981.0,200.0,14.905,False,sample,15,NO_RELATION,Encryption of sensitive personal data versus interpretability of model outputs.,3,15
5.2-3,5.4.2-3,H,0.8826086956521738,497.0,250.0,1.988,False,sample,15,OVERLAP,"Both require ongoing observation to surface security problems, A of the product, B of the model's internal states.",2,15
5.5-5,5.3.1-2,H,0.7751207729468599,497.0,250.0,1.988,False,sample,15,NO_RELATION,Authentication before configuration change versus accessible user guidance.,3,15
5.9-3,5.2.5-4,,,,,,,pilot,15,NO_RELATION,Orderly network reconnection versus evaluating outputs for reverse engineering risk.,3,15
5.8-2,5.1.3-1.1,H,0.7869162640901772,497.0,250.0,1.988,False,sample,15,NO_RELATION,Encryption of sensitive personal data versus threat modelling on configuration change.,3,15
5.9-3,5.3.1-1,L,0.4196457326892109,2981.0,200.0,14.905,False,sample,15,NO_RELATION,Orderly network reconnection versus transparency about data use and storage.,3,15
5.2-3,5.3.1-3,H,0.9510064412238324,497.0,250.0,1.988,False,sample,15,COMPLEMENTARITY,Finding and fixing vulnerabilities and supporting affected users through an incident are separate parts of one response capability.,2,15
5.2-3,5.2.2-4,,,,,,,pilot,15,COMPLEMENTARITY,Internal monitoring and rectification and a published disclosure route are the inward and outward halves of vulnerability management.,2,15
5.4-1,5.2.2-4,M,0.6152979066022544,1490.0,200.0,7.45,False,sample,15,NO_RELATION,Secure storage of security parameters versus publishing a vulnerability disclosure policy.,3,15
5.3-1,5.4.1-2,M,0.6976650563607085,1490.0,200.0,7.45,False,sample,15,OVERLAP,"Both govern how software change is handled safely, A by requiring components to be securely updateable, B by re-testing after a major change.",2,15
5.3-7,5.2.3-1,M,0.7693236714975845,1490.0,200.0,7.45,False,sample,15,COMPLEMENTARITY,Cryptographic protection of the update path and secure supply chain process together establish that delivered software is trustworthy.,2,15
5.3-3,5.2.1-4.1,H,0.8065619967793882,497.0,250.0,1.988,False,sample,15,NO_RELATION,Ease of applying an update versus sanitisation of data and inputs.,3,15
5.5-1,5.2.2-1,,,,,,,pilot,15,NO_RELATION,Cryptography for secure communication versus an organizational access control review.,2,15
5.12-1,5.2.3-1,H,0.8067230273752013,497.0,250.0,1.988,False,sample,15,NO_RELATION,Usability of installation and maintenance versus secure software supply chain processes.,3,15
5.6-8,5.2.1-1,,,,,,,pilot,15,NO_RELATION,Hardware memory access control versus maintaining an asset inventory.,3,15
5.7-2,5.2.4-2,M,0.6366747181964573,1490.0,200.0,7.45,False,sample,15,NO_RELATION,Alerting on detected software tampering versus documenting public training data provenance.,3,15
5.5-1,5.2.3-2.2,L,0.4705716586151369,2981.0,200.0,14.905,False,sample,15,NO_RELATION,Cryptography for secure communication versus sharing documentation with End-users.,3,15
5.3-3,5.2.4-3,M,0.5882447665056361,1490.0,200.0,7.45,False,sample,15,NO_RELATION,Ease of applying an update versus an audit log of configuration changes.,3,15
5.6-9,5.2.1-4.1,H,0.8145330112721417,497.0,250.0,1.988,False,sample,15,COMPLEMENTARITY,A secure development process and design-time sanitisation of data and inputs are distinct obligations within secure engineering of the artefact.,2,15
5.1-1,5.3.1-2.1,L,0.3795893719806763,2981.0,200.0,14.905,False,sample,15,NO_RELATION,Password uniqueness versus guidance on appropriate use and failure modes.,3,15
5.5-7,5.2.2-2,H,0.7847020933977455,497.0,250.0,1.988,False,sample,15,OVERLAP,"Both harden a remotely accessible interface, A by protecting the credentials it carries, B by limiting how it can be exercised.",2,15
5.11-3,5.2.2-4,M,0.6442028985507247,1490.0,200.0,7.45,False,sample,15,NO_RELATION,Instructions for deleting personal data versus publishing a vulnerability disclosure policy.,3,15
5.6-9,5.1.2-5.1,M,0.6561594202898551,1490.0,200.0,7.45,False,sample,15,COMPLEMENTARITY,"A secure development process relies on staff raising risks they notice, which is what B mandates.",2,15
5.3-14,5.1.2-4,M,0.6785426731078905,1490.0,200.0,7.45,False,sample,15,NO_RELATION,Publishing the rationale for absent updates versus due diligence on external components.,3,15
5.12-1,5.5.1-2,L,0.5572866344605475,2981.0,200.0,14.905,False,sample,15,NO_RELATION,Usability of installation and maintenance versus secure deletion at decommissioning.,3,15
5.5-5,5.4.1-1,M,0.7067632850241546,1490.0,200.0,7.45,False,sample,15,NO_RELATION,Authentication before configuration change versus the patch delivery chain.,3,15
5.4-1,5.1.2-4,L,0.4454106280193237,2981.0,200.0,14.905,False,sample,16,NO_RELATION,Secure storage of security parameters versus due diligence on external components.,3,16
5.10-1,5.1.3-1,H,0.7918679549114331,497.0,250.0,1.988,False,sample,16,NO_RELATION,"Examining telemetry for anomalies versus a threat modelling process that names data poisoning, model inversion and membership inference.",2,16
5.4-1,5.3.1-3,L,0.5115539452495975,2981.0,200.0,14.905,False,sample,16,NO_RELATION,Secure storage of security parameters versus incident support for end users.,3,16
5.13-1B,5.2.1-4,H,0.8446457326892111,497.0,250.0,1.988,False,sample,16,NO_RELATION,Validation of network input versus confidentiality of training and test data.,3,16
5.6-1,5.4.1-1,M,0.5692431561996779,1490.0,200.0,7.45,False,sample,16,NO_RELATION,Disabling unused interfaces versus the patch delivery chain.,3,16
5.5-6,5.1.2-5,H,0.8130032206119162,497.0,250.0,1.988,False,sample,16,NO_RELATION,Encryption of security parameters in transit versus matching intended usage to data sensitivity.,3,16
5.6-8,5.2.1-4.2,M,0.6081320450885668,1490.0,200.0,7.45,False,sample,16,NO_RELATION,Memory access control is an exploit mitigation; B concerns confidentiality of training data and weights.,2,16
5.4-1,5.1.3-2,L,0.4667069243156199,2981.0,200.0,14.905,False,sample,16,NO_RELATION,Secure storage of security parameters versus communication of unresolvable threats.,3,16
5.9-3,5.2.1-3,,,,,,,pilot,16,NO_RELATION,Orderly network reconnection versus disaster recovery planning.,3,16
5.12-3,5.3.1-2.1,M,0.7382850241545894,1490.0,200.0,7.45,False,sample,16,OVERLAP,"Both require guidance that lets the user operate the product safely, A on verifying secure setup, B on limitations and failure modes.",2,16
5.10-1,5.1.4-4,M,0.6654186795491144,1490.0,200.0,7.45,False,sample,16,NO_RELATION,Examining telemetry for anomalies versus verifying that specified controls were built in.,3,16
5.12-2,5.2.4-1,H,0.7928341384863125,497.0,250.0,1.988,False,sample,16,NO_RELATION,Setup guidance for consumers versus an audit trail shared with downstream operators.,2,16
5.5-1,5.2.5-1,H,0.8258454106280194,497.0,250.0,1.988,False,sample,16,NO_RELATION,Cryptography for secure communication versus security testing before release.,3,16
5.9-1,5.3.1-3,M,0.6342190016103061,1490.0,200.0,7.45,False,sample,16,COMPLEMENTARITY,Designed-in resilience and a support process during an incident are different obligations that together limit the impact of disruption.,2,16
5.3-6B,5.3.1-2.2,,,,,,,pilot,16,OVERLAP,"Both concern security update notifications to the user; A gives the user control over them, B obliges the operator to send them.",3,16
5.3-15A,5.1.2-3,L,0.2119967793880837,2981.0,200.0,14.905,False,sample,16,NO_RELATION,Isolability of a non-updatable device versus maintaining an audit trail.,3,16
5.6-4A,5.1.1-2.2,M,0.5735104669887279,1490.0,200.0,7.45,False,sample,16,NO_RELATION,Disabling debug interfaces versus secure coding training.,3,16
5.5-6,5.1.2-4,M,0.6849436392914654,1490.0,200.0,7.45,False,sample,16,NO_RELATION,Encryption of security parameters in transit versus due diligence on external components.,3,16
5.5-4,5.2.5-1,L,0.1931964573268921,2981.0,200.0,14.905,False,sample,16,NO_RELATION,Authentication before network access versus security testing before release.,3,16
5.0-1,5.2.3-2,H,0.875523349436393,497.0,250.0,1.988,True,sample,16,OVERLAP,"Both require a documented justification when the security baseline is departed from, A for unfulfilled provisions, B for poorly secured components.",3,16
5.7-2,5.1.3-1.2,M,0.6560789049919485,1490.0,200.0,7.45,False,sample,16,NO_RELATION,Alerting on software tampering versus the risk of unused model capability.,3,16
5.5-2,5.1.1-2.1,M,0.6752415458937199,1490.0,200.0,7.45,False,sample,16,NO_RELATION,Reviewed cryptographic implementations versus internal channels for threat updates.,3,16
5.5-3,5.1.2-3,L,0.1226247987117552,2981.0,200.0,14.905,False,sample,16,NO_RELATION,Replaceability of cryptographic primitives versus maintaining an audit trail.,3,16
5.3-9,5.5.1-2,L,0.4209742351046698,2981.0,200.0,14.905,False,sample,16,NO_RELATION,Verifying update authenticity versus secure deletion at decommissioning.,3,16
